Epi_week,Category,Incidence
2020_43,Amazonas,0
2020_43,Manaus,0
2020_44,Brazil,0
2020_44,Amazonas,0
2020_44,Manaus,0
2020_45,Brazil,0
2020_45,Amazonas,0
2020_45,Manaus,0
2020_46,Brazil,0.000492415
2020_46,Amazonas,0
2020_46,Manaus,0
2020_47,Brazil,0
2020_47,Amazonas,0
2020_47,Manaus,0
2020_48,Brazil,0
2020_48,Amazonas,0
2020_48,Manaus,0
2020_49,Brazil,0
2020_49,Amazonas,0
2020_49,Manaus,0
2020_50,Brazil,0.000492415
2020_50,Amazonas,0
2020_50,Manaus,0
2020_51,Brazil,0.000492415
2020_51,Amazonas,0
2020_51,Manaus,0
2020_52,Brazil,0
2020_52,Amazonas,0
2020_52,Manaus,0
2020_53,Brazil,0
2020_53,Amazonas,0
2020_53,Manaus,0
2021_01,Brazil,0.00196966
2021_01,Amazonas,0.025370324
2021_01,Manaus,0.048456914
2021_02,Brazil,0
2021_02,Amazonas,0
2021_02,Manaus,0
2021_03,Brazil,0
2021_03,Amazonas,0
2021_03,Manaus,0
2021_04,Brazil,0.000492415
2021_04,Amazonas,0
2021_04,Manaus,0
2021_05,Brazil,0.013787619
2021_05,Amazonas,0
2021_05,Manaus,0
2021_06,Brazil,0.020189013
2021_06,Amazonas,0
2021_06,Manaus,0
2021_07,Brazil,0.024620747
2021_07,Amazonas,0
2021_07,Manaus,0
2021_08,Brazil,0.028067652
2021_08,Amazonas,0
2021_08,Manaus,0
2021_09,Brazil,0
2021_09,Amazonas,0
2021_09,Manaus,0
2021_10,Brazil,0.004924149
2021_10,Amazonas,0
2021_10,Manaus,0
2021_11,Brazil,0.011325544
2021_11,Amazonas,0
2021_11,Manaus,0
2021_12,Brazil,0.007386224
2021_12,Amazonas,0
2021_12,Manaus,0
2021_13,Brazil,0.00295449
2021_13,Amazonas,0
2021_13,Manaus,0
2021_14,Brazil,0
2021_14,Amazonas,0
2021_14,Manaus,0
2021_15,Brazil,0.00196966
2021_15,Amazonas,0
2021_15,Manaus,0
2021_16,Brazil,0.00098483
2021_16,Amazonas,0.025370324
2021_16,Manaus,0
2021_17,Brazil,0
2021_17,Amazonas,0
2021_17,Manaus,0
2021_18,Brazil,0
2021_18,Amazonas,0
2021_18,Manaus,0
2021_19,Brazil,0.000492415
2021_19,Amazonas,0
2021_19,Manaus,0
2021_20,Brazil,0.001477245
2021_20,Amazonas,0
2021_20,Manaus,0
2021_21,Brazil,0.00098483
2021_21,Amazonas,0
2021_21,Manaus,0
2021_22,Brazil,0
2021_22,Amazonas,0
2021_22,Manaus,0
2021_23,Brazil,0
2021_23,Amazonas,0
2021_23,Manaus,0
2021_24,Brazil,0.00098483
2021_24,Amazonas,0
2021_24,Manaus,0
2021_25,Brazil,0.00196966
2021_25,Amazonas,0
2021_25,Manaus,0
2021_26,Brazil,0.001477245
2021_26,Amazonas,0
2021_26,Manaus,0
2021_27,Brazil,0.001477245
2021_27,Amazonas,0
2021_27,Manaus,0
2021_28,Brazil,0
2021_28,Amazonas,0
2021_28,Manaus,0
2021_29,Brazil,0.000492415
2021_29,Amazonas,0
2021_29,Manaus,0
2021_30,Brazil,0.000492415
2021_30,Amazonas,0
2021_30,Manaus,0
2021_31,Brazil,0.001477245
2021_31,Amazonas,0
2021_31,Manaus,0
2021_32,Brazil,0
2021_32,Amazonas,0
2021_32,Manaus,0
2021_33,Brazil,0.016249693
2021_33,Amazonas,0
2021_33,Manaus,0
2021_34,Brazil,0.000492415
2021_34,Amazonas,0
2021_34,Manaus,0
2021_35,Brazil,0.001477245
2021_35,Amazonas,0
2021_35,Manaus,0
2021_36,Brazil,0
2021_36,Amazonas,0
2021_36,Manaus,0
2021_37,Brazil,0.00196966
2021_37,Amazonas,0
2021_37,Manaus,0
2021_38,Brazil,0.000492415
2021_38,Amazonas,0
2021_38,Manaus,0
2021_39,Brazil,0.000492415
2021_39,Amazonas,0
2021_39,Manaus,0
2021_40,Brazil,0.000492415
2021_40,Amazonas,0
2021_40,Manaus,0
2021_41,Brazil,0.000492415
2021_41,Amazonas,0
2021_41,Manaus,0
2021_42,Brazil,0
2021_42,Amazonas,0
2021_42,Manaus,0
2021_43,Brazil,0
2021_43,Amazonas,0
2021_43,Manaus,0
2021_44,Brazil,0.00098483
2021_44,Amazonas,0
2021_44,Manaus,0
2021_45,Brazil,0.00098483
2021_45,Amazonas,0
2021_45,Manaus,0
2021_46,Brazil,0.00098483
2021_46,Amazonas,0
2021_46,Manaus,0
2021_47,Brazil,0.001477245
2021_47,Amazonas,0
2021_47,Manaus,0
2021_48,Brazil,0
2021_48,Amazonas,0
2021_48,Manaus,0
2021_49,Brazil,0.00196966
2021_49,Amazonas,0
2021_49,Manaus,0
2021_50,Brazil,0.019696598
2021_50,Amazonas,0
2021_50,Manaus,0
2021_51,Brazil,0.000492415
2021_51,Amazonas,0
2021_51,Manaus,0
2021_52,Brazil,0.001477245
2021_52,Amazonas,0
2021_52,Manaus,0
2022_01,Brazil,0.00295449
2022_01,Amazonas,0
2022_01,Manaus,0
2022_02,Brazil,0.004924149
2022_02,Amazonas,0
2022_02,Manaus,0
2022_03,Brazil,0.00196966
2022_03,Amazonas,0
2022_03,Manaus,0
2022_04,Brazil,0.00196966
2022_04,Amazonas,0
2022_04,Manaus,0
2022_05,Brazil,0.001477245
2022_05,Amazonas,0
2022_05,Manaus,0
2022_06,Brazil,0.00098483
2022_06,Amazonas,0
2022_06,Manaus,0
2022_07,Brazil,0.00098483
2022_07,Amazonas,0
2022_07,Manaus,0
2022_08,Brazil,0.00098483
2022_08,Amazonas,0
2022_08,Manaus,0
2022_09,Brazil,0
2022_09,Amazonas,0
2022_09,Manaus,0
2022_10,Brazil,0.001477245
2022_10,Amazonas,0
2022_10,Manaus,0
2022_11,Brazil,0.00098483
2022_11,Amazonas,0
2022_11,Manaus,0
2022_12,Brazil,0.00295449
2022_12,Amazonas,0
2022_12,Manaus,0
2022_13,Brazil,0.00098483
2022_13,Amazonas,0
2022_13,Manaus,0
2022_14,Brazil,0.002462075
2022_14,Amazonas,0
2022_14,Manaus,0
2022_15,Brazil,0.000492415
2022_15,Amazonas,0
2022_15,Manaus,0
2022_16,Brazil,0.00098483
2022_16,Amazonas,0
2022_16,Manaus,0
2022_17,Brazil,0.00196966
2022_17,Amazonas,0
2022_17,Manaus,0
2022_18,Brazil,0.00196966
2022_18,Amazonas,0
2022_18,Manaus,0
2022_19,Brazil,0.00196966
2022_19,Amazonas,0
2022_19,Manaus,0
2022_20,Brazil,0.001477245
2022_20,Amazonas,0
2022_20,Manaus,0
2022_21,Brazil,0.00196966
2022_21,Amazonas,0
2022_21,Manaus,0
2022_22,Brazil,0.003446905
2022_22,Amazonas,0
2022_22,Manaus,0
2022_23,Brazil,0.000492415
2022_23,Amazonas,0
2022_23,Manaus,0
2022_24,Brazil,0.000492415
2022_24,Amazonas,0
2022_24,Manaus,0
2022_25,Brazil,0
2022_25,Amazonas,0
2022_25,Manaus,0
2022_26,Brazil,0
2022_26,Amazonas,0
2022_26,Manaus,0
2022_27,Brazil,0
2022_27,Amazonas,0
2022_27,Manaus,0
2022_28,Brazil,0.00098483
2022_28,Amazonas,0
2022_28,Manaus,0
2022_29,Brazil,0.000492415
2022_29,Amazonas,0
2022_29,Manaus,0
2022_30,Brazil,0
2022_30,Amazonas,0
2022_30,Manaus,0
2022_31,Brazil,0
2022_31,Amazonas,0
2022_31,Manaus,0
2022_32,Brazil,0.00196966
2022_32,Amazonas,0
2022_32,Manaus,0
2022_33,Brazil,0
2022_33,Amazonas,0
2022_33,Manaus,0
2022_34,Brazil,0.00098483
2022_34,Amazonas,0
2022_34,Manaus,0
2022_35,Brazil,0.001477245
2022_35,Amazonas,0
2022_35,Manaus,0
2022_36,Brazil,0
2022_36,Amazonas,0
2022_36,Manaus,0
2022_37,Brazil,0.00098483
2022_37,Amazonas,0
2022_37,Manaus,0
2022_38,Brazil,0.000492415
2022_38,Amazonas,0
2022_38,Manaus,0
2022_39,Brazil,0
2022_39,Amazonas,0
2022_39,Manaus,0
2022_40,Brazil,0.00098483
2022_40,Amazonas,0
2022_40,Manaus,0
2022_41,Brazil,0
2022_41,Amazonas,0
2022_41,Manaus,0
2022_42,Brazil,0.000492415
2022_42,Amazonas,0
2022_42,Manaus,0
2022_43,Brazil,0
2022_43,Amazonas,0
2022_43,Manaus,0
2022_44,Brazil,0
2022_44,Amazonas,0
2022_44,Manaus,0
2022_45,Brazil,0.000492415
2022_45,Amazonas,0
2022_45,Manaus,0
2022_46,Brazil,0.000492415
2022_46,Amazonas,0
2022_46,Manaus,0
2022_47,Brazil,0.000492415
2022_47,Amazonas,0
2022_47,Manaus,0
2022_48,Brazil,0.000492415
2022_48,Amazonas,0
2022_48,Manaus,0
2022_49,Brazil,0
2022_49,Amazonas,0
2022_49,Manaus,0
2022_50,Brazil,0
2022_50,Amazonas,0
2022_50,Manaus,0
2022_51,Brazil,0.000492415
2022_51,Amazonas,0.025370324
2022_51,Manaus,0
2022_52,Brazil,0
2022_52,Amazonas,0
2022_52,Manaus,0
2023_01,Brazil,0.000492415
2023_01,Amazonas,0.025370324
2023_01,Manaus,0
2023_02,Brazil,0.003446905
2023_02,Amazonas,0.025370324
2023_02,Manaus,0.048456914
2023_03,Brazil,0.000492415
2023_03,Amazonas,0.025370324
2023_03,Manaus,0
2023_04,Brazil,0.00098483
2023_04,Amazonas,0
2023_04,Manaus,0
2023_05,Brazil,0.00196966
2023_05,Amazonas,0
2023_05,Manaus,0
2023_06,Brazil,0.004924149
2023_06,Amazonas,0.202962594
2023_06,Manaus,0
2023_07,Brazil,0.009355884
2023_07,Amazonas,0.228332919
2023_07,Manaus,0
2023_08,Brazil,0.001477245
2023_08,Amazonas,0
2023_08,Manaus,0
2023_09,Brazil,0.00393932
2023_09,Amazonas,0.050740649
2023_09,Manaus,0
2023_10,Brazil,0.006401394
2023_10,Amazonas,0.025370324
2023_10,Manaus,0
2023_11,Brazil,0.008371054
2023_11,Amazonas,0.025370324
2023_11,Manaus,0.048456914
2023_12,Brazil,0.011325544
2023_12,Amazonas,0
2023_12,Manaus,0
2023_13,Brazil,0.006401394
2023_13,Amazonas,0.025370324
2023_13,Manaus,0
2023_14,Brazil,0.006401394
2023_14,Amazonas,0.126851621
2023_14,Manaus,0.145370741
2023_15,Brazil,0.00393932
2023_15,Amazonas,0.025370324
2023_15,Manaus,0.048456914
2023_16,Brazil,0.00196966
2023_16,Amazonas,0.025370324
2023_16,Manaus,0.048456914
2023_17,Brazil,0.00196966
2023_17,Amazonas,0.050740649
2023_17,Manaus,0.048456914
2023_18,Brazil,0.000492415
2023_18,Amazonas,0.025370324
2023_18,Manaus,0
2023_19,Brazil,0.00196966
2023_19,Amazonas,0
2023_19,Manaus,0
2023_20,Brazil,0.003446905
2023_20,Amazonas,0.152221946
2023_20,Manaus,0
2023_21,Brazil,0.002462075
2023_21,Amazonas,0.076110973
2023_21,Manaus,0
2023_22,Brazil,0.004924149
2023_22,Amazonas,0
2023_22,Manaus,0
2023_23,Brazil,0.000492415
2023_23,Amazonas,0
2023_23,Manaus,0
2023_24,Brazil,0.003446905
2023_24,Amazonas,0
2023_24,Manaus,0
2023_25,Brazil,0.00098483
2023_25,Amazonas,0
2023_25,Manaus,0
2023_26,Brazil,0.004924149
2023_26,Amazonas,0.025370324
2023_26,Manaus,0.048456914
2023_27,Brazil,0.002462075
2023_27,Amazonas,0
2023_27,Manaus,0
2023_28,Brazil,0.002462075
2023_28,Amazonas,0
2023_28,Manaus,0
2023_29,Brazil,0.007386224
2023_29,Amazonas,0
2023_29,Manaus,0
2023_30,Brazil,0.006893809
2023_30,Amazonas,0
2023_30,Manaus,0
2023_31,Brazil,0.008863469
2023_31,Amazonas,0.025370324
2023_31,Manaus,0
2023_32,Brazil,0.016249693
2023_32,Amazonas,0.025370324
2023_32,Manaus,0
2023_33,Brazil,0.016249693
2023_33,Amazonas,0
2023_33,Manaus,0
2023_34,Brazil,0.012802789
2023_34,Amazonas,0.076110973
2023_34,Manaus,0
2023_35,Brazil,0.012802789
2023_35,Amazonas,0
2023_35,Manaus,0
2023_36,Brazil,0.011817959
2023_36,Amazonas,0
2023_36,Manaus,0
2023_37,Brazil,0.004431735
2023_37,Amazonas,0
2023_37,Manaus,0
2023_38,Brazil,0.002462075
2023_38,Amazonas,0
2023_38,Manaus,0
2023_39,Brazil,0.001477245
2023_39,Amazonas,0
2023_39,Manaus,0
2023_40,Brazil,0.00295449
2023_40,Amazonas,0
2023_40,Manaus,0
2023_41,Brazil,0.003446905
2023_41,Amazonas,0.025370324
2023_41,Manaus,0.048456914
2023_42,Brazil,0.00393932
2023_42,Amazonas,0.025370324
2023_42,Manaus,0
2023_43,Brazil,0.003446905
2023_43,Amazonas,0.025370324
2023_43,Manaus,0.048456914
2023_44,Brazil,0.004924149
2023_44,Amazonas,0
2023_44,Manaus,0
2023_45,Brazil,0.004924149
2023_45,Amazonas,0.025370324
2023_45,Manaus,0.048456914
2023_46,Brazil,0.00295449
2023_46,Amazonas,0.025370324
2023_46,Manaus,0.048456914
2023_47,Brazil,0.009848299
2023_47,Amazonas,0.152221946
2023_47,Manaus,0.242284569
2023_48,Brazil,0.019696598
2023_48,Amazonas,0.228332919
2023_48,Manaus,0.38765531
2023_49,Brazil,0.018711768
2023_49,Amazonas,0.608887783
2023_49,Manaus,1.162965931
2023_50,Brazil,0.04973391
2023_50,Amazonas,1.268516214
2023_50,Manaus,2.325931863
2023_51,Brazil,0.066968433
2023_51,Amazonas,2.816105995
2023_51,Manaus,4.264208415
2023_52,Brazil,0.078293977
2023_52,Amazonas,3.805548642
2023_52,Manaus,4.700320639
2024_01,Brazil,0.123596152
2024_01,Amazonas,5.175546153
2024_01,Manaus,6.008657312
2024_02,Brazil,0.170867987
2024_02,Amazonas,6.418692043
2024_02,Manaus,6.687054106
2024_03,Brazil,0.195981149
2024_03,Amazonas,6.951468853
2024_03,Manaus,6.687054106
2024_04,Brazil,0.282153765
2024_04,Amazonas,9.818315497
2024_04,Manaus,8.14076152
2024_05,Brazil,0.257533018
2024_05,Amazonas,7.991652148
2024_05,Manaus,5.08797595
2024_06,Brazil,0.251131624
2024_06,Amazonas,7.966281824
2024_06,Manaus,2.713587173
2024_07,Brazil,0.14427758
2024_07,Amazonas,4.059251885
2024_07,Manaus,1.550621242
2024_08,Brazil,0.232912271
2024_08,Amazonas,6.266470097
2024_08,Manaus,1.453707414
2024_09,Brazil,0.229957781
2024_09,Amazonas,5.556101018
2024_09,Manaus,0.484569138
2024_10,Brazil,0.192534245
2024_10,Amazonas,4.820361613
2024_10,Manaus,0.38765531
2024_11,Brazil,0.198443224
2024_11,Amazonas,3.374253129
2024_11,Manaus,0.145370741
2024_12,Brazil,0.194503905
2024_12,Amazonas,2.917587292
2024_12,Manaus,0.242284569
2024_13,Brazil,0.099960235
2024_13,Amazonas,1.826663348
2024_13,Manaus,0.290741483
2024_14,Brazil,0.137876186
2024_14,Amazonas,1.7759227
2024_14,Manaus,0.145370741
2024_15,Brazil,0.142800335
2024_15,Amazonas,1.699811727
2024_15,Manaus,0.096913828
2024_16,Brazil,0.140830675
2024_16,Amazonas,1.217775565
2024_16,Manaus,0.193827655
2024_17,Brazil,0.117194758
2024_17,Amazonas,1.167034917
2024_17,Manaus,0.145370741
2024_18,Brazil,0.104884384
2024_18,Amazonas,1.24314589
2024_18,Manaus,0.096913828
2024_19,Brazil,0.117687173
2024_19,Amazonas,0.583517458
2024_19,Manaus,0.096913828
2024_20,Brazil,0.136891356
2024_20,Amazonas,0.380554864
2024_20,Manaus,0.048456914
2024_21,Brazil,0.148709314
2024_21,Amazonas,0.53277681
2024_21,Manaus,0.096913828
2024_22,Brazil,0.089619521
2024_22,Amazonas,0.101481297
2024_22,Manaus,0
2024_23,Brazil,0.089619521
2024_23,Amazonas,0.101481297
2024_23,Manaus,0
2024_24,Brazil,0.125073397
2024_24,Amazonas,0.076110973
2024_24,Manaus,0.096913828
2024_25,Brazil,0.065491188
2024_25,Amazonas,0.202962594
2024_25,Manaus,0.048456914
2024_26,Brazil,0.054658059
2024_26,Amazonas,0.101481297
2024_26,Manaus,0
2024_27,Brazil,0.088634691
2024_27,Amazonas,0
2024_27,Manaus,0
2024_28,Brazil,0.104391969
2024_28,Amazonas,0
2024_28,Manaus,0
2024_29,Brazil,0.072877412
2024_29,Amazonas,0
2024_29,Manaus,0
2024_30,Brazil,0.039393196
2024_30,Amazonas,0.050740649
2024_30,Manaus,0.048456914
2024_31,Brazil,0.045302175
2024_31,Amazonas,0.050740649
2024_31,Manaus,0
2024_32,Brazil,0.040870441
2024_32,Amazonas,0
2024_32,Manaus,0
2024_33,Brazil,0.040378026
2024_33,Amazonas,0.025370324
2024_33,Manaus,0
2024_34,Brazil,0.023143503
2024_34,Amazonas,0.025370324
2024_34,Manaus,0
2024_35,Brazil,0.014280034
2024_35,Amazonas,0.025370324
2024_35,Manaus,0
2024_36,Brazil,0.009355884
2024_36,Amazonas,0
2024_36,Manaus,0
2024_37,Brazil,0.010833129
2024_37,Amazonas,0
2024_37,Manaus,0
2024_38,Brazil,0.008863469
2024_38,Amazonas,0
2024_38,Manaus,0
2024_39,Brazil,0.005908979
2024_39,Amazonas,0
2024_39,Manaus,0
2024_40,Brazil,0.011817959
2024_40,Amazonas,0
2024_40,Manaus,0
2024_41,Brazil,0.008863469
2024_41,Amazonas,0
2024_41,Manaus,0
2024_42,Brazil,0.028560067
2024_42,Amazonas,0
2024_42,Manaus,0
2024_43,Brazil,0.035453876
2024_43,Amazonas,0
2024_43,Manaus,0
2024_44,Brazil,0.092081595
2024_44,Amazonas,0
2024_44,Manaus,0
2024_45,Brazil,0.166436253
2024_45,Amazonas,0
2024_45,Manaus,0
2024_46,Brazil,0.165451423
2024_46,Amazonas,0
2024_46,Manaus,0
2024_47,Brazil,0.196965979
2024_47,Amazonas,0
2024_47,Manaus,0
2024_48,Brazil,0.341243559
2024_48,Amazonas,0.025370324
2024_48,Manaus,0
2024_49,Brazil,0.365371892
2024_49,Amazonas,0
2024_49,Manaus,0
2024_50,Brazil,0.373742946
2024_50,Amazonas,0.025370324
2024_50,Manaus,0
2024_51,Brazil,0.427416175
2024_51,Amazonas,0
2024_51,Manaus,0
2024_52,Brazil,0.300865534
2024_52,Amazonas,0
2024_52,Manaus,0
NA,Brazil,0.130982376
NA,Amazonas,0.405925188
NA,Manaus,0.533026052
